composer,state,weight
"Jutras, Andre",Texas,1
"Kabalevsky, Dmitri",Texas,3
"Kahelin, T.",Texas,1
"Kalinnikov, Vasily",Texas,2
"Kallman, Daniel",Texas,2
"Kaneda, Bin",Texas,1
"Karg-Elert, Sigfrid",Texas,1
"Karrick, Brant",Texas,5
"Katz, Judith",Texas,1
"Keen, Marta",Texas,1
"Khatchaturian, Amram",Texas,2
"Kiefer, Ed",Texas,3
"King, Karl L.",Texas,2
"Kinyon, John",Texas,10
"Kirby, Rick",Texas,1
"Kistler, Cyrill",Texas,1
"Knox, Thomas",Texas,2
"Kopetz, Barry E.",Texas,1
"Kozhevnikov, Boris",Texas,1
"Kramer, Timothy",Texas,1
"Kreines, Joseph",Texas,1
"Kroeger, K.",Texas,1
"Kroll, F.S.",Texas,1
"LaPlante, Pierre",Texas,10
"Latham, William",Texas,2
"Lauridsen, Morten",Texas,2
"Lehár, Franz",Texas,1
"Lindroth, Scott",Texas,1
"Linn, Robert",Texas,2
"Lipton, Bob",Texas,1
"Liszt, Franz",Texas,1
"Lo Presti, Ronald",Texas,1
"Lopez, Victor",Texas,4
"Lowry, Robert",Texas,1
"Lucas, Elena Roussanova",Texas,2
"Lyadov, Anatoly",Texas,2
"MacDowell, Edward",Texas,1
"Mackey, John",Texas,13
"Mahaffey, Jim",Texas,1
"Mahr, Timothy",Texas,1
"Mailman, Martin",Texas,1
"Makris, Andreas",Texas,1
"Margolis, Bob",Texas,8
"Markowski, Michael",Texas,6
"Márquez, Arturo",Texas,1
"Mascagni, Pietro",Texas,1
"Mashima, T.",Texas,1
"Maslanka, David",Texas,3
"Massenet, Jules",Texas,2
"McAllister, Scott",Texas,1
"McBeth, W. Francis",Texas,4
"McGinty, Anne",Texas,26
"Memley, K.",Texas,1
"Mendelssohn, Felix",Texas,4
"Mennin, Peter",Texas,1
"Meyer, Richard",Texas,4
"Mier, Shirley",Texas,1
"Milburn, Dwayne S.",Texas,1
"Milford, Gene",Texas,3
"Milhaud, Darius",Texas,1
"Miller, C.",Texas,1
"Mixon, Kevin",Texas,1
"Morales, Erik",Texas,1
"Morita, Kazuhiro",Texas,1
"Moss, John",Texas,3
"Mozart, Wolfgang Amadeus",Texas,2
"Musella, Gabriel",Texas,1
"Mussorgsky, Modest",Texas,4
"Myers, David",Texas,4
"Nagao, Jun",Texas,1
"Neeck, Larry",Texas,2
"Nelhybel, Vaclav",Texas,2
"Nelson, Ron",Texas,6
"Nielsen, Carl",Texas,1
"Nixon, Roger",Texas,4
"Nowak, Jerry",Texas,2
"O'Connor, M.",Texas,1
"O'Connor, Thomas",Texas,1
"O'Reilly, John",Texas,5
"O'Toole, Anthony",Texas,1
"Oare, Michael",Texas,2
"Offenbach, Jacques",Texas,2
"Orff, Carl",Texas,1
"Osborne, Chester",Texas,2
"Osmon, Leroy",Texas,2
"Owens, William",Texas,10
"Pann, Carter",Texas,2
"Parés, G.",Texas,1
"Paulus, Steven",Texas,1
"Pearson, Bruce",Texas,1
"Perrine, Aaron",Texas,2
"Persichetti, Vincent",Texas,12
"Pierne, Gabriel",Texas,1
"Piston, Walter",Texas,1
"Pitter, D.",Texas,1
"Pitts, William",Texas,2
"Ployhar, James",Texas,2
"Praetorius, Michael",Texas,2
"Preuninger, Bruce",Texas,2
"Puccini, Giacomo",Texas,3
"Purcell, Henry",Texas,2
"Rachmaninoff, Sergei",Texas,2
"Ragsdale, Van",Texas,1
"Rath, Eric",Texas,2
"Ravel, Maurice",Texas,3
"Reed, Alfred",Texas,9
"Reed, H. Owen",Texas,1
"Reineke, Steven",Texas,1
"Respighi, Ottorino",Texas,2
"Revueltas, Silvestre",Texas,1
"Rhodes, Phillip",Texas,1
"Rhodes, Tom",Texas,2
"Rimsky-Korsakov, Nikolay",Texas,7
"Romeyn, Robert",Texas,1
"Root, Thomas",Texas,1
"Rossini, Gioachino",Texas,5
"Roszell, Patrick",Texas,1
"Rouse, Steve",Texas,3
"Rudgers, Gregory",Texas,2
"Rudin, Rolf",Texas,2
"Running, A.",Texas,1
"Ryden, W.",Texas,1
"Saint-Saëns, Camille",Texas,1
"Salfelder, Kathryn",Texas,1
"Satie, Erik",Texas,2
"Saucedo, Richard",Texas,11
"Schiedt, Samuel",Texas,1
"Schmitt, Florent",Texas,1
"Schoenberg, Arnold",Texas,1
"Schubert, Franz",Texas,2
"Schuller, Gunther",Texas,1
"Schuman, William",Texas,3
"Schumann, Robert",Texas,2
"Schwantner, Joseph",Texas,1
"Scriabin, Alexander",Texas,2
"Sharp, Chris",Texas,2
"Sheldon, Robert",Texas,16
"Shelton, Melvin",Texas,1
"Shostakovich, Dmitri",Texas,6
"Silva, Alan Lee",Texas,2
"Singleton, Kenneth",Texas,1
"Slocum, Earl",Texas,1
"Smetana, Bedrich",Texas,2
"Smith, J.",Texas,1
"Smith, Robert W.",Texas,9
"Spaniola, Joseph",Texas,1
"Sparke, Philip",Texas,2
"Spears, Jared",Texas,2
"Spinney, Charles",Texas,1
"Spittal, Robert",Texas,1
"Stalter, Todd",Texas,1
"Stamp, Jack",Texas,5
"Standridge, Randall D.",Texas,11
"Starer, Robert",Texas,1
"Stevens, Halsey",Texas,1
"Stevens, John",Texas,1
"Story, Michael",Texas,9
"Strauss, Richard",Texas,4
"Stravinsky, Igor",Texas,1
"Strommen, Carl",Texas,11
"Stuart, Hugh M.",Texas,5
"Stubbs, D.",Texas,1
"Sudduth, James",Texas,4
"Sullivan, Arthur",Texas,1
"Susato, Tielman",Texas,4
"Suter, Anthony",Texas,1
"Swearingen, James",Texas,3
"Sweeney, Michael",Texas,6
"Tchaikovsky, Peter Ilich",Texas,5
"Ticheli, Frank",Texas,27
"Torke, Michael",Texas,1
"Tower, Joan",Texas,1
"Tschesnokoff, Pavel",Texas,1
"Tucker, Christopher",Texas,3
"Tucker, Jordan",Texas,1
"Tull, Fisher",Texas,4
"Turina, Joaquín",Texas,2
"Turnbull, K.",Texas,1
"Turrin, Joseph",Texas,1
"Tyra, Thomas",Texas,1
"van Beringen, Roland",Texas,2
"Van der Roost, Jan",Texas,8
"van Lijnshooten, Henk",Texas,1
"Vaughan Williams, Ralph",Texas,13
"Verdi, Giuseppe",Texas,4
"Vertoske, Michael",Texas,2
"Villa-Lobos, Heitor",Texas,1
"Vinson, Johnny",Texas,1
"von Suppé, Franz",Texas,1
"Wada, Naoya",Texas,1
"Wagner, Douglas E.",Texas,3
"Wagner, Richard",Texas,7
"Walczyk, Kevin",Texas,1
"Wang, H.",Texas,1
"Warlock, Peter",Texas,1
"Washburn, Robert",Texas,1
"Weinberger, Jaromír",Texas,1
"Welcher, Dan",Texas,3
"Weller, Travis J.",Texas,1
"Whitacre, Eric",Texas,6
"White, Donald",Texas,1
"White, T.",Texas,1
"Wilds, Jack",Texas,2
"Wiley, Charles A.",Texas,1
"Williams, Clifton",Texas,14
"Wilson, Dana",Texas,5
"Yagisawa, Satoshi",Texas,4
"Yamada, Kōsaku",Texas,1
"Yurko, Bruce",Texas,1
"Zdechlik, John",Texas,4
